,Regression type,lambda,kFold,Complexity,Value,Metric
0,LASSO,1e-06,5,80.0,-0.00034293362992806237,R2
0,LASSO,1e-06,5,80.0,0.004547617169556886,MSE_train
0,RIDGE,1e-05,5,80.0,0.002679557895446229,MSE
0,RIDGE,1e-05,5,80.0,-0.0035101949579474778,Bias
0,RIDGE,1e-05,5,80.0,0.00164216490039325,Variance
0,RIDGE,1e-05,5,80.0,0.4103971347404186,R2
0,RIDGE,1e-05,5,80.0,0.002644313599365544,MSE_train
0,LASSO,1e-05,5,80.0,0.004547612664163006,MSE
0,LASSO,1e-05,5,80.0,7.951062660326475e-08,Bias
0,LASSO,1e-05,5,80.0,0.0,Variance
0,LASSO,1e-05,5,80.0,-0.0004507025138725806,R2
0,LASSO,1e-05,5,80.0,0.004547616990203177,MSE_train
0,RIDGE,0.0001,5,80.0,0.002682296246552317,MSE
0,RIDGE,0.0001,5,80.0,-0.0035091854718298575,Bias
0,RIDGE,0.0001,5,80.0,0.0016440160512397842,Variance
0,RIDGE,0.0001,5,80.0,0.409491826943393,R2
0,RIDGE,0.0001,5,80.0,0.002643971197917848,MSE_train
0,LASSO,0.0001,5,80.0,0.004547626060875327,MSE
0,LASSO,0.0001,5,80.0,5.4244474208873684e-08,Bias
0,LASSO,0.0001,5,80.0,0.0,Variance
0,LASSO,0.0001,5,80.0,-0.00025367932552404027,R2
0,LASSO,0.0001,5,80.0,0.004547617526323814,MSE_train
0,RIDGE,0.001,5,80.0,0.002679089043090547,MSE
0,RIDGE,0.001,5,80.0,-0.0035085790402441786,Bias
0,RIDGE,0.001,5,80.0,0.001640086791263729,Variance
0,RIDGE,0.001,5,80.0,0.41045397411032125,R2
0,RIDGE,0.001,5,80.0,0.002644384586331111,MSE_train
0,LASSO,0.001,5,80.0,0.0045476199936383835,MSE
0,LASSO,0.001,5,80.0,2.836732288665556e-07,Bias
0,LASSO,0.001,5,80.0,0.0,Variance
0,LASSO,0.001,5,80.0,-0.0015325372394484618,R2
0,LASSO,0.001,5,80.0,0.0045476172835201435,MSE_train
0,OLS,0.0,5,90.0,0.0015247617576534334,MSE
0,OLS,0.0,5,90.0,-0.006322943495994033,Bias
0,OLS,0.0,5,90.0,0.003300186785028662,Variance
0,OLS,0.0,5,90.0,0.6640327771235915,R2
0,OLS,0.0,5,90.0,0.0013524993085850879,MSE_train
0,RIDGE,1e-06,5,90.0,0.0026781763409885685,MSE
0,RIDGE,1e-06,5,90.0,-0.003516876857555964,Bias
0,RIDGE,1e-06,5,90.0,0.001647493734605939,Variance
0,RIDGE,1e-06,5,90.0,0.4107818811834415,R2
0,RIDGE,1e-06,5,90.0,0.002642228364855349,MSE_train
0,LASSO,1e-06,5,90.0,0.004547626871718549,MSE
0,LASSO,1e-06,5,90.0,1.7352101090601513e-07,Bias
0,LASSO,1e-06,5,90.0,0.0,Variance
0,LASSO,1e-06,5,90.0,-0.0009209075635176291,R2
0,LASSO,1e-06,5,90.0,0.004547617558772804,MSE_train
0,RIDGE,1e-05,5,90.0,0.002672642332651386,MSE
0,RIDGE,1e-05,5,90.0,-0.0035335086605693625,Bias
0,RIDGE,1e-05,5,90.0,0.0016587395605906702,Variance
0,RIDGE,1e-05,5,90.0,0.41159782347063195,R2
0,RIDGE,1e-05,5,90.0,0.00264260623639358,MSE_train
0,LASSO,1e-05,5,90.0,0.004547623702123226,MSE
0,LASSO,1e-05,5,90.0,1.3223888988087373e-07,Bias
0,LASSO,1e-05,5,90.0,0.0,Variance
0,LASSO,1e-05,5,90.0,-0.0006827209465236258,R2
0,LASSO,1e-05,5,90.0,0.004547617431929335,MSE_train
0,RIDGE,0.0001,5,90.0,0.002678926493866925,MSE
0,RIDGE,0.0001,5,90.0,-0.003526970840350915,Bias
0,RIDGE,0.0001,5,90.0,0.0016583181838559636,Variance
0,RIDGE,0.0001,5,90.0,0.4101579650499681,R2
0,RIDGE,0.0001,5,90.0,0.0026421309736188413,MSE_train
0,LASSO,0.0001,5,90.0,0.004547581864811717,MSE
0,LASSO,0.0001,5,90.0,8.201492062209756e-08,Bias
0,LASSO,0.0001,5,90.0,0.0,Variance
0,LASSO,0.0001,5,90.0,-0.0006352166389216318,R2
0,LASSO,0.0001,5,90.0,0.004547615757649442,MSE_train
0,RIDGE,0.001,5,90.0,0.0026843395806487166,MSE
0,RIDGE,0.001,5,90.0,-0.0035149544090314283,Bias
0,RIDGE,0.001,5,90.0,0.0016517465949358085,Variance
0,RIDGE,0.001,5,90.0,0.4095249405251016,R2
0,RIDGE,0.001,5,90.0,0.0026416150967886534,MSE_train
0,LASSO,0.001,5,90.0,0.004547622005706429,MSE
0,LASSO,0.001,5,90.0,1.371317315535004e-07,Bias
0,LASSO,0.001,5,90.0,0.0,Variance
0,LASSO,0.001,5,90.0,-0.0007301347103393363,R2
0,LASSO,0.001,5,90.0,0.0045476173640407345,MSE_train
0,OLS,0.0,5,100.0,0.001488176069979224,MSE
0,OLS,0.0,5,100.0,-0.006309785293967401,Bias
0,OLS,0.0,5,100.0,0.003250438205455327,Variance
0,OLS,0.0,5,100.0,0.6721068406038693,R2
0,OLS,0.0,5,100.0,0.0013404907907809778,MSE_train
0,RIDGE,1e-06,5,100.0,0.0026865151357780013,MSE
0,RIDGE,1e-06,5,100.0,-0.0035214861263631763,Bias
0,RIDGE,1e-06,5,100.0,0.0016605869203746152,Variance
0,RIDGE,1e-06,5,100.0,0.40830147110824155,R2
0,RIDGE,1e-06,5,100.0,0.002640179762019235,MSE_train
0,LASSO,1e-06,5,100.0,0.004547608143266919,MSE
0,LASSO,1e-06,5,100.0,4.5285846066457275e-08,Bias
0,LASSO,1e-06,5,100.0,0.0,Variance
0,LASSO,1e-06,5,100.0,-0.00029645270692268966,R2
0,LASSO,1e-06,5,100.0,0.0045476168092822445,MSE_train
0,RIDGE,1e-05,5,100.0,0.0026855988364942844,MSE
0,RIDGE,1e-05,5,100.0,-0.003525970144802909,Bias
0,RIDGE,1e-05,5,100.0,0.0016641504436015818,Variance
0,RIDGE,1e-05,5,100.0,0.4090506500024395,R2
0,RIDGE,1e-05,5,100.0,0.0026402095373478773,MSE_train
0,LASSO,1e-05,5,100.0,0.004547611671551461,MSE
0,LASSO,1e-05,5,100.0,1.2809971771686116e-07,Bias
0,LASSO,1e-05,5,100.0,0.0,Variance
0,LASSO,1e-05,5,100.0,-0.0007190086954790287,R2
0,LASSO,1e-05,5,100.0,0.004547616950480033,MSE_train
0,RIDGE,0.0001,5,100.0,0.002682742149168218,MSE
0,RIDGE,0.0001,5,100.0,-0.003529712030703787,Bias
0,RIDGE,0.0001,5,100.0,0.0016650581741294054,Variance
0,RIDGE,0.0001,5,100.0,0.4091793970508702,R2
0,RIDGE,0.0001,5,100.0,0.002640347936248646,MSE_train
0,LASSO,0.0001,5,100.0,0.004547629393654143,MSE
0,LASSO,0.0001,5,100.0,8.540033998143306e-08,Bias
0,LASSO,0.0001,5,100.0,0.0,Variance
0,LASSO,0.0001,5,100.0,-0.0004100210604727946,R2
0,LASSO,0.0001,5,100.0,0.004547617659697694,MSE_train
0,RIDGE,0.001,5,100.0,0.002687704704889147,MSE
