,Regression type,lambda,kFold,Complexity,Value,Metric
0,RIDGE,0.001,5,100.0,-0.003519881864048181,Bias
0,RIDGE,0.001,5,100.0,0.0016600483738333758,Variance
0,RIDGE,0.001,5,100.0,0.4086722193198909,R2
0,RIDGE,0.001,5,100.0,0.0026399016773798294,MSE_train
0,LASSO,0.001,5,100.0,0.004547651126967906,MSE
0,LASSO,0.001,5,100.0,6.877586228723224e-08,Bias
0,LASSO,0.001,5,100.0,0.0,Variance
0,LASSO,0.001,5,100.0,-0.00019454156114369808,R2
0,LASSO,0.001,5,100.0,0.004547618529439294,MSE_train
0,OLS,0.0,5,110.0,0.0015622745433288682,MSE
0,OLS,0.0,5,110.0,-0.00637064150202327,Bias
0,OLS,0.0,5,110.0,0.0033855896104166847,Variance
0,OLS,0.0,5,110.0,0.6558394277152675,R2
0,OLS,0.0,5,110.0,0.0013360665586331728,MSE_train
0,RIDGE,1e-06,5,110.0,0.002685733343754421,MSE
0,RIDGE,1e-06,5,110.0,-0.003526557382572564,Bias
0,RIDGE,1e-06,5,110.0,0.0016647719877775564,Variance
0,RIDGE,1e-06,5,110.0,0.408577375868277,R2
0,RIDGE,1e-06,5,110.0,0.0026375654943486806,MSE_train
0,LASSO,1e-06,5,110.0,0.0045476041042368555,MSE
0,LASSO,1e-06,5,110.0,8.410738912944377e-08,Bias
0,LASSO,1e-06,5,110.0,0.0,Variance
0,LASSO,1e-06,5,110.0,-0.0005329812529580498,R2
0,LASSO,1e-06,5,110.0,0.004547616647645023,MSE_train
0,RIDGE,1e-05,5,110.0,0.002684084814357349,MSE
0,RIDGE,1e-05,5,110.0,-0.003530182882915865,Bias
0,RIDGE,1e-05,5,110.0,0.0016667275956325747,Variance
0,RIDGE,1e-05,5,110.0,0.40922155503888724,R2
0,RIDGE,1e-05,5,110.0,0.0026378828822820905,MSE_train
0,LASSO,1e-05,5,110.0,0.0045476153498225065,MSE
0,LASSO,1e-05,5,110.0,5.81265006519455e-08,Bias
0,LASSO,1e-05,5,110.0,0.0,Variance
0,LASSO,1e-05,5,110.0,-0.0003284663273526167,R2
0,LASSO,1e-05,5,110.0,0.004547617097680106,MSE_train
0,RIDGE,0.0001,5,110.0,0.0026912623352936082,MSE
0,RIDGE,0.0001,5,110.0,-0.0035246649076940313,Bias
0,RIDGE,0.0001,5,110.0,0.0016683612294508064,Variance
0,RIDGE,0.0001,5,110.0,0.40775059355608706,R2
0,RIDGE,0.0001,5,110.0,0.0026372238973228954,MSE_train
0,LASSO,0.0001,5,110.0,0.004547624474961749,MSE
0,LASSO,0.0001,5,110.0,1.3612024484703847e-07,Bias
0,LASSO,0.0001,5,110.0,0.0,Variance
0,LASSO,0.0001,5,110.0,-0.0006970456171789817,R2
0,LASSO,0.0001,5,110.0,0.004547617462857422,MSE_train
0,RIDGE,0.001,5,110.0,0.0026865522431581052,MSE
0,RIDGE,0.001,5,110.0,-0.0035306532608398813,Bias
0,RIDGE,0.001,5,110.0,0.001669726991856111,Variance
0,RIDGE,0.001,5,110.0,0.40791568099633685,R2
0,RIDGE,0.001,5,110.0,0.002637803875429764,MSE_train
0,LASSO,0.001,5,110.0,0.004547599026827558,MSE
0,LASSO,0.001,5,110.0,1.180081408752839e-09,Bias
0,LASSO,0.001,5,110.0,0.0,Variance
0,LASSO,0.001,5,110.0,-0.00010104448817760403,R2
0,LASSO,0.001,5,110.0,0.004547616444453087,MSE_train
