,Regression type,lambda,kFold,Complexity,Value,Metric
0,LASSO,0.001,5,11.0,0.0,Variance
0,LASSO,0.001,5,11.0,-6.970852255946032e-06,R2
0,LASSO,0.001,5,11.0,0.004149256191625926,MSE_train
0,OLS,0.0,5,17.0,0.0015812582934348074,MSE
0,OLS,0.0,5,17.0,-0.0052191421175130604,Bias
0,OLS,0.0,5,17.0,0.002651145394795515,Variance
0,OLS,0.0,5,17.0,0.6188926412720435,R2
0,OLS,0.0,5,17.0,0.0015806446190316762,MSE_train
0,RIDGE,1e-06,5,17.0,0.002296430667422451,MSE
0,RIDGE,1e-06,5,17.0,-0.0035198310285441932,Bias
0,RIDGE,1e-06,5,17.0,0.0016670075195696914,Variance
0,RIDGE,1e-06,5,17.0,0.44652419912389907,R2
0,RIDGE,1e-06,5,17.0,0.0022957416382725616,MSE_train
0,LASSO,1e-06,5,17.0,0.004149256252982158,MSE
0,LASSO,1e-06,5,17.0,1.5780385262406803e-09,Bias
0,LASSO,1e-06,5,17.0,0.0,Variance
0,LASSO,1e-06,5,17.0,-9.169203845305065e-06,R2
0,LASSO,1e-06,5,17.0,0.004149256196613796,MSE_train
0,RIDGE,1e-05,5,17.0,0.002296401195020837,MSE
0,RIDGE,1e-05,5,17.0,-0.003519722395213254,Bias
0,RIDGE,1e-05,5,17.0,0.0016668687290685214,Variance
0,RIDGE,1e-05,5,17.0,0.4465381318094917,R2
0,RIDGE,1e-05,5,17.0,0.002295744251211034,MSE_train
0,LASSO,1e-05,5,17.0,0.004149256172063894,MSE
0,LASSO,1e-05,5,17.0,1.8131374338844068e-09,Bias
0,LASSO,1e-05,5,17.0,0.0,Variance
0,LASSO,1e-05,5,17.0,-1.1056848387388147e-05,R2
0,LASSO,1e-05,5,17.0,0.0041492561933770215,MSE_train
0,RIDGE,0.0001,5,17.0,0.0022963753304206785,MSE
0,RIDGE,0.0001,5,17.0,-0.0035198151463484797,Bias
0,RIDGE,0.0001,5,17.0,0.0016669367281257218,Variance
0,RIDGE,0.0001,5,17.0,0.4465398612638805,R2
0,RIDGE,0.0001,5,17.0,0.0022957456273671613,MSE_train
0,LASSO,0.0001,5,17.0,0.004149256181090012,MSE
0,LASSO,0.0001,5,17.0,2.392034999763023e-09,Bias
0,LASSO,0.0001,5,17.0,0.0,Variance
0,LASSO,0.0001,5,17.0,-1.4478929204845649e-05,R2
0,LASSO,0.0001,5,17.0,0.00414925619373807,MSE_train
0,RIDGE,0.001,5,17.0,0.002296389637214742,MSE
0,RIDGE,0.001,5,17.0,-0.0035197900373414217,Bias
0,RIDGE,0.001,5,17.0,0.0016669276267203303,Variance
0,RIDGE,0.001,5,17.0,0.44652874355751215,R2
0,RIDGE,0.001,5,17.0,0.0022957454355158483,MSE_train
0,LASSO,0.001,5,17.0,0.00414925620584927,MSE
0,LASSO,0.001,5,17.0,1.4146498019587114e-09,Bias
0,LASSO,0.001,5,17.0,0.0,Variance
0,LASSO,0.001,5,17.0,-8.412644951327763e-06,R2
0,LASSO,0.001,5,17.0,0.004149256194728455,MSE_train
0,OLS,0.0,5,23.0,0.0014775277514429484,MSE
0,OLS,0.0,5,23.0,-0.005431982095197962,Bias
0,OLS,0.0,5,23.0,0.0027602552136930074,Variance
0,OLS,0.0,5,23.0,0.6438681435527509,R2
0,OLS,0.0,5,23.0,0.0014752018716406516,MSE_train
0,RIDGE,1e-06,5,23.0,0.002182838948720645,MSE
0,RIDGE,1e-06,5,23.0,-0.0037224585221949493,Bias
0,RIDGE,1e-06,5,23.0,0.001756042841618926,Variance
0,RIDGE,1e-06,5,23.0,0.4738910347870953,R2
0,RIDGE,1e-06,5,23.0,0.0021821122772712766,MSE_train
0,LASSO,1e-06,5,23.0,0.004149256137756534,MSE
0,LASSO,1e-06,5,23.0,7.124547450835513e-10,Bias
0,LASSO,1e-06,5,23.0,0.0,Variance
0,LASSO,1e-06,5,23.0,-4.6273486898895655e-06,R2
0,LASSO,1e-06,5,23.0,0.004149256192004709,MSE_train
0,RIDGE,1e-05,5,23.0,0.002182713161680566,MSE
0,RIDGE,1e-05,5,23.0,-0.003722518670546864,Bias
0,RIDGE,1e-05,5,23.0,0.0017559796933705137,Variance
0,RIDGE,1e-05,5,23.0,0.47392436828316564,R2
0,RIDGE,1e-05,5,23.0,0.0021821219640372866,MSE_train
0,LASSO,1e-05,5,23.0,0.004149256170335659,MSE
0,LASSO,1e-05,5,23.0,3.2343701055095803e-09,Bias
0,LASSO,1e-05,5,23.0,0.0,Variance
0,LASSO,1e-05,5,23.0,-1.9615257969637e-05,R2
0,LASSO,1e-05,5,23.0,0.004149256193307892,MSE_train
0,RIDGE,0.0001,5,23.0,0.002182889663016262,MSE
0,RIDGE,0.0001,5,23.0,-0.0037224383326435995,Bias
0,RIDGE,0.0001,5,23.0,0.0017560728946931885,Variance
0,RIDGE,0.0001,5,23.0,0.4739028710121664,R2
0,RIDGE,0.0001,5,23.0,0.0021821047414234632,MSE_train
0,LASSO,0.0001,5,23.0,0.004149256201554926,MSE
0,LASSO,0.0001,5,23.0,1.2241585213686601e-09,Bias
0,LASSO,0.0001,5,23.0,0.0,Variance
0,LASSO,0.0001,5,23.0,-7.330539059879904e-06,R2
0,LASSO,0.0001,5,23.0,0.00414925619455668,MSE_train
0,RIDGE,0.001,5,23.0,0.0021831316198938854,MSE
